t,y1,y2
0,0.5,5
0.1,0.994960306841495,4.69315850503969
0.2,1.40860021497452,4.46391228380011
0.3,1.75670500679517,4.2965498187364
0.4,2.0519379298558,4.17848016645732
0.5,2.30445884825501,4.09961433525983
0.6,2.52242028101678,4.05186927510173
0.7,2.71236512908557,4.02877017839693
0.8,2.87954557602646,4.02513160655539
0.9,3.0281787856109,4.03680181909805
1,3.16165192298326,4.06045777866215
1.1,3.28268654333618,4.09344078797961
1.2,3.39347040133482,4.13362470559848
1.3,3.49576313839372,4.17931028325377
1.4,3.59098102512431,4.22914044757967
1.5,3.68026491013705,4.28203237498864
1.6,3.76453470362569,4.33712303129948
1.7,3.84453306447386,4.39372550738348
1.8,3.9208604306853,4.45129401103626
1.9,3.99400310883523,4.50939579938689
2,4.06435579819302,4.56768867620292
2.1,4.13223965251566,4.62590295110017
2.2,4.19791676389966,4.68382697627823
2.3,4.26160177779609,4.74129555168521
2.4,4.32347120775045,4.79818063005795
2.5,4.38367090574233,4.85438386597086
2.6,4.4423220536465,4.90983064337929
2.7,4.49952596889253,4.96446528858819
2.8,4.55536795931279,5.01824723366337
2.9,4.60992041559529,5.07114794187638
3,4.66324529241439,5.12314844411725
3.1,4.71539609937068,5.17423736515044
3.2,4.76641949886413,5.22440934259701
3.3,4.81635658877435,5.27366376077675
3.4,4.86524393239158,5.32200373697008
3.5,4.91311438565952,5.36943531005133
3.6,4.95999776187712,5.41596679134442
3.7,5.00592136604514,5.46160824552795
3.8,5.05091042466804,5.5063710757849
3.9,5.09498843170058,5.55026769250597
4,5.13817742723798,5.59331124896482
4.1,5.18049822225003,5.63551543066164
4.2,5.22197058003009,5.67689428767543
4.3,5.26261336291113,5.71746210147361
4.4,5.30244465110978,5.75723327932654
4.5,5.34148183919904,5.79622227083259
4.6,5.37974171461882,5.83444350214483
4.7,5.41724052176189,5.87191132437283
4.8,5.45399401447241,5.90863997332262
4.9,5.49001749923171,5.94464353830981
5,5.52532587085314,5.97993593822207
5.1,5.55993364215252,6.01453090337652
5.2,5.5938549687664,6.04844196200006
5.3,5.6271036700568,6.08168243039756
5.4,5.65969324686415,6.11426540605653
5.5,5.69163689670703,6.14620376308651
5.6,5.72294752691933,6.17751014951188
5.7,5.75363776611432,6.20819698603111
5.8,5.78371997428828,6.23827646593327
5.9,5.81320625181513,6.26776055592688
5.99999999999999,5.84210844753436,6.29666099767824
6.09999999999999,5.87043816609569,6.32498930990474
6.19999999999999,5.89820677468881,6.35275679089606
6.29999999999999,5.9254254092644,6.3799745213583
6.39999999999999,5.95210498033193,6.40665336750632
6.49999999999999,5.97825617839992,6.43280398433254
6.59999999999999,6.00388947911593,6.45843681900785
6.69999999999999,6.02901514814896,6.48356211436861
6.79999999999999,6.05364324585033,6.50818991245887
6.89999999999999,6.07778363172389,6.53233005810371
6.99999999999999,6.1014459687265,6.55599220249051
7.09999999999999,6.12463972741957,6.57918580674369
7.19999999999999,6.14737418998645,6.60192014548057
7.29999999999999,6.16965845413032,6.62420431033732
7.39999999999999,6.19150143686083,6.64604721345907
7.49999999999999,6.21291187817878,6.66745759094658
7.59999999999999,6.23389834466805,6.68844400625665
7.69999999999999,6.25446923299848,6.70901485355135
7.79999999999999,6.27463277334521,6.72917836099571
7.89999999999999,6.29439703273044,6.74894259399976
7.99999999999999,6.31376991828957,6.76831545840627
8.09999999999999,6.33275918046568,6.78730470362231
8.19999999999999,6.35137241613535,6.80591792569324
8.29999999999999,6.36961707166797,6.82416257032262
8.39999999999999,6.38750044592043,6.84204593583272
8.49999999999999,6.40502969317028,6.85957517607293
8.59999999999999,6.42221182598803,6.87675730327045
8.69999999999999,6.43905371805053,6.89359919082677
8.79999999999998,6.45556210689808,6.91010757606089
8.89999999999998,6.47174359663419,6.92628906289987
8.99999999999998,6.48760466057261,6.94215012451525
9.09999999999998,6.50315164382968,6.9576971059097
9.19999999999998,6.51839076586613,6.9729362264527
9.29999999999998,6.53332812297649,6.98787358236572
9.39999999999998,6.54796969073024,7.00251514915945
9.49999999999998,6.56232132636376,7.01686678402311
9.59999999999998,6.5763887711239,7.03093422816609
9.69999999999998,6.59017765256652,7.04472310911366
9.79999999999998,6.60369348680762,7.05823894295803
9.89999999999998,6.61694168073134,7.07148713656375
9.99999999999998,6.62992753415303,7.08447298973036
10.1,6.64265624193965,7.09720169731247
10.2,6.65513289608853,7.10967835129737
10.3,6.66736248776447,7.12190794284164
10.4,6.6793499092963,7.13389536426809
10.5,6.69109995613494,7.14564541102223
10.6,6.70261732877121,7.15716278359075
10.7,6.71390663461651,7.16845208938172
10.8,6.72497238984626,7.17951784456792
10.9,6.73581902120606,7.19036447589279
11,6.74645086778346,7.2009963224422
11.1,6.75687218274298,7.21141763737926
11.2,6.76708713502806,7.22163258964634
11.3,6.77709981102863,7.23164526563234
11.4,6.78691421621592,7.24145967080808
11.5,6.79653427674507,7.25107973132797
11.6,6.80596384102529,7.26050929560077
11.7,6.81520668125964,7.26975213582917
