t,y1,y2,H
19.5,-0.273220887743337,0.737560291995216,-0.5
19.53,-0.309018761743265,0.746304774527881,-0.5
19.56,-0.344289701999608,0.753773201321415,-0.5
19.59,-0.379016737935093,0.760048055405987,-0.5
19.62,-0.413187442813931,0.765205041691726,-0.5
19.65,-0.446793081708934,0.769313702549862,-0.5
19.68,-0.479827917901424,0.772437987084848,-0.5
19.71,-0.512288647368856,0.774636772467198,-0.5
19.74,-0.544173936933978,0.77596433813523,-0.5
19.77,-0.575484046432584,0.776470795107044,-0.5
19.8,-0.606220519102395,0.776202473417481,-0.5
19.83,-0.636385927477846,0.775202271042187,-0.5
19.86,-0.665983664542532,0.773509967749369,-0.5
19.89,-0.695017771864947,0.771162507234154,-0.5
19.92,-0.723492798023302,0.768194250709919,-0.5
19.95,-0.751413681891641,0.764637204900749,-0.5
19.98,-0.778785656376001,0.760521227128404,-0.5
20.01,-0.805614169006895,0.755874209933936,-0.5
20.04,-0.831904816453275,0.750722247429478,-0.5
20.07,-0.857663290555353,0.745089785345844,-0.5
20.1,-0.882895333904626,0.738999756529653,-0.5
20.13,-0.907606703349256,0.732473703450787,-0.5
20.16,-0.931803140087639,0.725531889107089,-0.5
20.19,-0.955490345245231,0.718193397557471,-0.5
20.22,-0.978673960019617,0.710476225175786,-0.5
20.25,-1.00135954963453,0.702397363594578,-0.5
