h,errH
0.1,1.17104770971377e-05
0.0599484250318941,5.30981131285913e-07
0.0359381366380463,2.44639923874246e-08
0.0215443469003188,1.13259202016991e-09
0.0129154966501488,5.25253174288309e-11
0.00774263682681127,2.44271269878027e-12
0.00464158883361278,1.17683640610267e-13
0.00278255940220713,1.11022302462516e-14
0.00166810053720006,5.39568389967826e-14
0.001,2.8643754035329e-14
