h,errH
0.1,1.39619595040941e-06
0.0599484250318941,6.83382892496809e-08
0.0359381366380463,3.22857696133383e-09
0.0215443469003188,1.50760293138319e-10
0.0129154966501488,7.01128044511279e-12
0.00774263682681127,3.26849658449646e-13
0.00464158883361278,2.35367281220533e-14
0.00278255940220713,6.32827124036339e-15
0.00166810053720006,1.0325074129014e-14
0.001,3.8746783559418e-14
