h,errH
0.1,7.89379406285207e-09
0.0599484250318941,1.31198163444424e-10
0.0359381366380463,2.18958184916573e-12
0.0215443469003188,3.86357612569554e-14
0.0129154966501488,4.44089209850063e-15
0.00774263682681127,1.02140518265514e-14
0.00464158883361278,1.73194791841524e-14
0.00278255940220713,8.88178419700125e-15
0.00166810053720006,2.90878432451791e-14
0.001,3.23074900165921e-14
