t,y1,y2,y3,y4,H
0,0.4,0,0,2,-0.5
0.0300056604927392,0.397195623945577,0.0598712462328249,-0.186313913696374,1.98603686959355,-0.499999996403376
0.0600113209854784,0.388977764807513,0.118757051989105,-0.364084659377093,1.94606899361998,-0.498928538844128
0.0900169814782176,0.37566495795823,0.176061290599733,-0.528576290088032,1.88342646386596,-0.497017185691551
0.120022641970957,0.357704628369074,0.231223244819787,-0.676008813870329,1.80268693094941,-0.494466834608211
0.150028302463696,0.335630383577134,0.283795341887788,-0.804221670080238,1.70891650608336,-0.491568021289684
0.180033962956435,0.31001566099385,0.333465229560123,-0.912659845817507,1.60698955405996,-0.488615769100416
0.210039623449174,0.281432924311739,0.380050158782147,-1.00203572385286,1.50113176171435,-0.485837103318342
0.240045283941914,0.250423399216198,0.423477902227493,-1.07389468430644,1.39470852731717,-0.483367531033086
0.270050944434653,0.217478261841094,0.46376279345608,-1.13021819743285,1.29020539739742,-0.481261927073802
0.300056604927392,0.183029677399766,0.500982068859925,-1.17312225081522,1.1893245109572,-0.479518976142332
0.330062265420131,0.147449089576807,0.535255243667437,-1.20465901833825,1.09313122826551,-0.478105414002391
0.36006792591287,0.111050167752561,0.566727557906155,-1.22670483570248,1.00220703228971,-0.476974272696758
0.390073586405609,0.0740943067576113,0.595557496774662,-1.24091021390153,0.916785390878407,-0.476076361278686
0.420079246898349,0.0367971836995701,0.621907869822996,-1.24868952971901,0.836861769609256,-0.475366370126105
0.450084907391088,-0.000664578551523797,0.645939750889227,-1.25123330835211,0.762277340327645,-0.474805415305319
0.480090567883827,-0.0381471778080946,0.667808588579932,-1.24953149317882,0.692779817593821,-0.474361531320688
0.510096228376566,-0.075534083900025,0.687661892453808,-1.24440051965014,0.628066060069618,-0.474009142448483
0.540101888869305,-0.11273125485745,0.70563802149232,-1.23651013778385,0.567810917708464,-0.473728131248616
0.570107549362045,-0.14966309890596,0.72186571742071,-1.22640795069176,0.511686099262643,-0.473502835966749
0.600113209854784,-0.186269113904362,0.736464123076565,-1.21454085245567,0.459372008255676,-0.473321132149625
0.630118870347523,-0.222501116648307,0.749543102493924,-1.20127322727786,0.410564743312073,-0.47317365543687
0.660124530840262,-0.258320972186727,0.761203736537001,-1.18690211616156,0.364979846338882,-0.47305317279712
0.690130191333001,-0.293698739627996,0.771538909283371,-1.17166970549443,0.322353913867586,-0.47295408754439
0.720135851825741,-0.328611160906456,0.780633929572703,-1.15577353164574,0.282444842794386,-0.472872056158148
0.75014151231848,-0.363040429883129,0.788567152378151,-1.13937478010361,0.245031235532524,-0.472803694633584
0.780147172811219,-0.396973189554257,0.795410578447911,-1.12260501736021,0.209911316681096,-0.47274635470261
0.810152833303958,-0.430399714407331,0.801230419909942,-1.10557164545919,0.176901593599318,-0.472697953727648
0.840158493796698,-0.463313242898463,0.806087625624113,-1.08836232143808,0.145835411331836,-0.472656845435672
0.870164154289437,-0.495709431652475,0.810038363995345,-1.07104854076545,0.116561496808519,-0.472621721564304
0.900169814782176,-0.527585908435249,0.813134463424864,-1.05368854669293,0.0889425500001269,-0.472591536849798
0.930175475274915,-0.558941905380323,0.815423812057664,-1.03632969631675,0.0628539150103805,-0.472565451634953
0.960181135767655,-0.589777957533961,0.816950719314414,-1.01901038856712,0.0381823479274174,-0.472542787792952
0.990186796260394,-0.620095654666402,0.817756242101745,-1.00176163857875,0.0148248878817067,-0.472522994736665
1.02019245675313,-0.649897436612909,0.817878478729219,-0.984608366167697,-0.00731216873258543,-0.47250562308937
1.05019811724587,-0.679186424266701,0.817352833527209,-0.967570452730425,-0.0283141948152152,-0.472490304195974
1.08020377773861,-0.707966279837491,0.816212255025905,-0.950663610160867,-0.0482590660286309,-0.47247673410399
1.11020943823135,-0.736241091187396,0.814487450366747,-0.933900096824852,-0.0672179083867813,-0.472464660979533
1.14021509872409,-0.764015276019722,0.812207078403148,-0.917289308802148,-0.0852557675388173,-0.472453875174624
1.17022075921683,-0.791293502472571,0.809397923725826,-0.900838269154275,-0.102432207247322,-0.472444201350023
1.20022641970957,-0.818080623296131,0.806085053630928,-0.884552033618399,-0.118801844223598,-0.472435492198909
1.23023208020231,-0.844381621299773,0.802291959843167,-0.868434027639191,-0.134414826001575,-0.472427623422925
1.26023774069505,-0.87020156416649,0.798040686614737,-0.852486326853009,-0.149317257983622,-0.472420489692426
1.29024340118779,-0.895545567066714,0.793351946645727,-0.836709890890542,-0.163551585224657,-0.472414001383635
1.32024906168053,-0.920418761776206,0.788245226113058,-0.82110475855339,-0.177156933965336,-0.472408081931788
1.35025472217326,-0.944826271225452,0.782738879952464,-0.805670210958122,-0.19016941739834,-0.472402665674838
1.380260382666,-0.968773188590529,0.776850218410549,-0.790404908058331,-0.202622409663225,-0.472397696089464
1.41026604315874,-0.992264560185235,0.770595585770493,-0.77530700299533,-0.214546791618995,-0.472393124342168
1.44027170365148,-1.01530537153765,0.763990432054217,-0.760374237947417,-0.225971171540352,-0.472388908094446
1.47027736414422,-1.03790053613613,0.757049378414529,-0.745604024511099,-0.236922083522036,-0.472385010513706
1.50028302463696,-1.0600548864138,0.749786276851765,-0.730993511127237,-0.247424166053527,-0.472381399451394
1.5302886851297,-1.08177316661076,0.742214264819564,-0.716539639638692,-0.257500322940376,-0.472378046757594
1.56029434562244,-1.10306002721062,0.73434581522264,-0.702239192715718,-0.267171868495468,-0.472374927707384
1.59030000611518,-1.12392002069708,0.726192782254842,-0.68808883359691,-0.276458658700145,-0.472372020519067
