h,errH
0.1,5.52771062577451e-05
0.0599484250318941,7.92396480830959e-06
0.0359381366380463,1.05666713590136e-06
0.0215443469003188,1.37970164404422e-07
0.0129154966501488,1.7888285741563e-08
0.00774263682681127,2.31354324586874e-09
0.00464158883361278,2.98954083710612e-10
0.00278255940220713,3.86297660526225e-11
0.00166810053720006,4.98934227266545e-12
0.001,6.51478870850042e-13
