h,errH
0.1,1.86346416075622e-07
0.0599484250318941,2.99525004798795e-09
0.0359381366380463,4.94657648175689e-11
0.0215443469003188,8.22897305852166e-13
0.0129154966501488,1.37667655053519e-14
0.00774263682681127,7.99360577730113e-15
0.00464158883361278,8.43769498715119e-15
0.00278255940220713,8.65973959207622e-15
0.00166810053720006,1.19904086659517e-14
0.001,1.59872115546023e-14
