h,errH
0.1,0.000729272371344902
0.0599484250318941,9.23412948128366e-05
0.0359381366380463,1.1845921120468e-05
0.0215443469003188,1.52626930627342e-06
0.0129154966501488,1.96954616837886e-07
0.00774263682681127,2.54297530810632e-08
0.00464158883361278,3.2840257180311e-09
0.00278255940220713,4.2414216583353e-10
0.00166810053720006,5.47896172875539e-11
0.001,7.07978120573216e-12
