h,err
0.1,0.36664395332133
0.0599484250318941,0.20658285195673
0.0359381366380463,0.119355789730661
0.0215443469003188,0.0699277316257677
0.0129154966501488,0.0414497574596171
0.00774263682681127,0.0246068338046251
0.00464158883361278,0.0146851355226778
0.00278255940220713,0.00878020233721651
0.00166810053720006,0.00525378310368109
0.001,0.00314662469884851
