h,err
0.1,0.000255571140290606
0.0599484250318941,5.55608748649016e-05
0.0359381366380463,1.20475410278683e-05
0.0215443469003188,2.5993636603487e-06
0.0129154966501488,5.64551838807959e-07
0.00774263682681127,1.21144741631573e-07
0.00464158883361278,2.6141543478147e-08
0.00278255940220713,5.63824947065363e-09
0.00166810053720006,1.2145287052532e-09
0.001,2.61778393745541e-10
