h,err
0.1,0.000206136131611744
0.0599484250318941,2.72719354333436e-05
0.0359381366380463,3.57697935473719e-06
0.0215443469003188,4.64731383015806e-07
0.0129154966501488,6.08132753157179e-08
0.00774263682681127,7.82359200458891e-09
0.00464158883361278,1.01345120677929e-09
0.00278255940220713,1.31148365832378e-10
0.00166810053720006,1.69432124351442e-11
0.001,2.18968739469722e-12
