h,err
0.1,0.268437589095997
0.0599484250318941,0.171236367559482
0.0359381366380463,0.106632252544059
0.0215443469003188,0.0653578737272106
0.0129154966501488,0.0398001136622418
0.00774263682681127,0.0240158867334881
0.00464158883361278,0.0144726043829497
0.00278255940220713,0.00870378150599029
0.00166810053720006,0.00522632514193462
0.001,0.00313675451182403
