h,err
0.1,8.05291426399549e-07
0.0599484250318941,3.90021420656515e-08
0.0359381366380463,1.86248173262407e-09
0.0215443469003188,8.74491412151095e-11
0.0129154966501488,4.17841790392969e-12
0.00774263682681127,6.07919150635471e-13
0.00464158883361278,1.02273748190512e-12
0.00278255940220713,1.66335835721001e-12
0.00166810053720006,2.8128721529656e-12
0.001,4.6365206141907e-12
