mu,perfratio
1,0.36980455220188
50.95,0.160814728149211
100.9,0.507203232971372
150.85,0.999723651681617
200.8,1.76483246928165
250.75,2.69567459455079
300.7,3.80704429998666
350.65,5.0984450101016
400.6,6.56919436749769
450.55,8.13312874369822
500.5,10.1712040345801
550.45,12.1860047973848
600.4,14.457630228734
650.35,16.8425666613389
700.3,19.4856455571577
750.25,22.2140675539346
800.2,25.05479291093
850.15,28.7154728167265
900.1,31.6506285497661
950.05,34.6855617266168
1000,37.2245005991835
