t,err
4.02402402402402,1.69659798591549e-10
4.08408408408408,1.53234706197077e-10
4.14414414414414,1.55157414145408e-10
4.2042042042042,1.60178852536943e-10
4.26426426426426,1.51671003131058e-10
4.32432432432432,1.33325510667244e-10
4.38438438438438,1.17924022877118e-10
4.44444444444444,1.22882885152659e-10
4.5045045045045,1.51995496856603e-10
4.56456456456456,1.82135277240452e-10
4.62462462462462,1.86829262444799e-10
4.68468468468468,1.68655982864038e-10
4.74474474474474,1.61817126544829e-10
4.8048048048048,1.68306194169258e-10
4.86486486486486,1.64444345579566e-10
4.92492492492492,1.47564542922655e-10
4.98498498498498,1.27992554908257e-10
5.04504504504505,1.22202354126404e-10
5.10510510510511,1.43886014462359e-10
5.16516516516517,1.80159067468579e-10
5.22522522522523,2.00149302830829e-10
5.28528528528529,1.88478092967886e-10
5.34534534534535,1.7201175592547e-10
5.40540540540541,1.75349647300506e-10
5.46546546546547,1.7642900002416e-10
5.52552552552553,1.62694517524788e-10
5.58558558558559,1.41396232358102e-10
5.64564564564565,1.26481167704202e-10
5.70570570570571,1.36008529648302e-10
5.76576576576577,1.71511763719238e-10
5.82582582582583,2.05692206056835e-10
5.88588588588589,2.09041712001451e-10
5.94594594594595,1.8833021396768e-10
6.00600600600601,1.82502086506037e-10
6.06606606606607,1.86809543477146e-10
6.12612612612613,1.77873449058413e-10
6.18618618618619,1.57101787974002e-10
6.24624624624625,1.36134968297813e-10
6.30630630630631,1.31897726942497e-10
6.36636636636637,1.58379236051471e-10
6.42642642642643,2.00857993445343e-10
6.48648648648649,2.24235250337476e-10
6.54654654654655,2.10922552866162e-10
6.60660660660661,1.93133647534708e-10
6.66666666666667,1.95413957092441e-10
6.72672672672673,1.92297819179992e-10
6.78678678678679,1.74200929007335e-10
6.84684684684685,1.50365243678652e-10
6.90690690690691,1.34561024501035e-10
6.96696696696697,1.4535605785898e-10
7.02702702702703,1.85909278046451e-10
7.08708708708709,2.27297654673774e-10
7.14714714714715,2.34238667961283e-10
7.20720720720721,2.11594360421324e-10
7.26726726726727,2.03470690640099e-10
7.32732732732733,2.04716961467099e-10
7.38738738738739,1.91602847040612e-10
7.44744744744745,1.67681440714723e-10
7.50750750750751,1.44597682611775e-10
7.56756756756757,1.38171692837598e-10
7.62762762762763,1.64953343279065e-10
7.68768768768769,2.14138987721949e-10
7.74774774774775,2.47376186051111e-10
7.80780780780781,2.37776336969324e-10
7.86786786786787,2.15902434415369e-10
7.92792792792793,2.14428102656389e-10
7.98798798798799,2.07995705671346e-10
8.04804804804805,1.86666042087213e-10
8.10810810810811,1.60384996566115e-10
8.16816816816817,1.41036138147059e-10
8.22822822822823,1.46371328325681e-10
8.28828828828829,1.8693966882824e-10
8.34834834834835,2.39132711783088e-10
8.40840840840841,2.6001803747472e-10
8.46846846846847,2.38942192524129e-10
8.52852852852853,2.23478158831119e-10
8.58858858858859,2.21266755348371e-10
8.64864864864865,2.05697737539369e-10
8.70870870870871,1.79412065753945e-10
8.76876876876877,1.53309824967295e-10
8.82882882882883,1.39277829753172e-10
8.88888888888889,1.55956402166782e-10
8.94894894894895,2.06489497477593e-10
9.00900900900901,2.57620086038178e-10
9.06906906906907,2.66031426128157e-10
9.12912912912913,2.40293375302108e-10
9.18918918918919,2.30063146357403e-10
9.24924924924925,2.22082058072846e-10
9.30930930930931,1.99309999455945e-10
9.36936936936937,1.70984666466977e-10
9.42942942942943,1.46372406235896e-10
9.48948948948949,1.37143543642744e-10
9.54954954954955,1.61879595905104e-10
9.60960960960961,2.18320614162307e-10
9.66966966966967,2.67239568261441e-10
9.72972972972973,2.6693689415318e-10
9.78978978978979,2.40898464120857e-10
9.84984984984985,2.31674126997795e-10
9.90990990990991,2.1695714923596e-10
9.96996996996997,1.89987319578237e-10
10.03003003003,1.61642563599731e-10
10.0900900900901,1.38522178073243e-10
10.1501501501502,1.30810268873914e-10
10.2102102102102,1.57036536818221e-10
10.2702702702703,2.14954425721434e-10
10.3303303303303,2.63775567499224e-10
10.3903903903904,2.61432942361791e-10
10.4504504504505,2.36126125468778e-10
10.5105105105105,2.24813715506579e-10
10.5705705705706,2.05471902456283e-10
10.6306306306306,1.77306526035736e-10
10.6906906906907,1.50444414409376e-10
10.7507507507508,1.28331490276421e-10
10.8108108108108,1.1687774618404e-10
10.8708708708709,1.33398009337238e-10
10.9309309309309,1.84331808295513e-10
10.990990990991,2.36011307371119e-10
11.0510510510511,2.41758145897763e-10
11.1111111111111,2.17996570090394e-10
11.1711711711712,2.04059354565454e-10
11.2312312312312,1.84217050318298e-10
11.2912912912913,1.58265125365547e-10
11.3513513513514,1.35113054662898e-10
11.4114114114114,1.15822929310661e-10
11.4714714714715,9.94970655927274e-11
11.5315315315315,9.2186455390863e-11
11.5915915915916,1.11181394300862e-10
11.6516516516517,1.543383178825e-10
11.7117117117117,1.80320396731234e-10
11.7717717717718,1.68589474030289e-10
11.8318318318318,1.53823256764037e-10
11.8918918918919,1.40528492785003e-10
11.951951951952,1.23617447907674e-10
12.012012012012,1.09951602767724e-10
12.0720720720721,1.02492305753982e-10
12.1321321321321,1.00505744388819e-10
12.1921921921922,1.02556758221281e-10
12.2522522522523,1.05738589141654e-10
12.3123123123123,1.03661914838171e-10
12.3723723723724,9.21535318075374e-11
12.4324324324324,8.76651292606713e-11
12.4924924924925,8.78574736769012e-11
12.5525525525526,7.78630885612977e-11
12.6126126126126,7.38079589491707e-11
12.6726726726727,7.99802533065808e-11
12.7327327327327,9.57481048675629e-11
12.7927927927928,1.25461594724289e-10
12.8528528528529,1.77036169213661e-10
12.9129129129129,2.62672303939829e-10
12.972972972973,3.9859908890673e-10
13.033033033033,5.93152715788207e-10
13.0930930930931,8.00146849609643e-10
13.1531531531532,8.71933692458813e-10
13.2132132132132,7.77148618500851e-10
13.2732732732733,6.64488239649456e-10
13.3333333333333,5.12020810966508e-10
13.3933933933934,3.81625258268938e-10
13.4534534534535,3.15919709176165e-10
13.5135135135135,3.01440794288486e-10
13.5735735735736,3.33867066454266e-10
13.6336336336336,4.33773933538041e-10
13.6936936936937,6.40968611036112e-10
13.7537537537538,1.02608535357459e-09
13.8138138138138,1.72137544736331e-09
13.8738738738739,2.96608773333867e-09
13.9339339339339,5.14025334133613e-09
13.993993993994,8.58153615998687e-09
14.0540540540541,1.24480386162355e-08
14.1141141141141,1.3454660838663e-08
14.1741741741742,1.13882087403258e-08
14.2342342342342,8.33980211568054e-09
14.2942942942943,5.38058627608432e-09
14.3543543543544,3.55794742150322e-09
14.4144144144144,2.66053720754617e-09
14.4744744744745,2.15944672460298e-09
14.5345345345345,1.84253217090756e-09
14.5945945945946,1.88537929636363e-09
14.6546546546547,2.51971733525122e-09
14.7147147147147,3.28444956796755e-09
14.7747747747748,3.39985675914125e-09
14.8348348348348,3.07305693329194e-09
14.8948948948949,2.86825472614003e-09
14.954954954955,2.60870486565444e-09
15.015015015015,2.30522912677727e-09
15.0750750750751,2.06825836601789e-09
15.1351351351351,1.90628211777036e-09
15.1951951951952,1.77878762150226e-09
15.2552552552553,1.63321391929255e-09
15.3153153153153,1.43348960714423e-09
15.3753753753754,1.32787193459224e-09
15.4354354354354,1.55386371923983e-09
15.4954954954955,1.65379466084481e-09
15.5555555555556,1.51190066954681e-09
15.6156156156156,1.45568924909688e-09
15.6756756756757,1.49523224721069e-09
15.7357357357357,1.63717089277514e-09
15.7957957957958,1.95469978613613e-09
15.8558558558559,2.53051449220186e-09
15.9159159159159,3.46268510628925e-09
15.975975975976,4.83110825591728e-09
16.036036036036,6.49917596823514e-09
16.0960960960961,7.69412668115419e-09
16.1561561561562,7.39450587261953e-09
16.2162162162162,6.53823641458706e-09
16.2762762762763,5.66695612237676e-09
16.3363363363363,4.44076682334252e-09
16.3963963963964,3.59615423622552e-09
16.4564564564565,3.40193850429744e-09
16.5165165165165,3.83090884059455e-09
16.5765765765766,5.05698599975194e-09
16.6366366366366,7.48693721022164e-09
16.6966966966967,1.18220486234837e-08
16.7567567567568,1.91682574472722e-08
16.8168168168168,3.06480213226605e-08
16.8768768768769,4.48883716059031e-08
16.9369369369369,5.30472450048355e-08
16.996996996997,4.85132911809613e-08
17.0570570570571,4.04459831214985e-08
17.1171171171171,3.00657603751162e-08
17.1771771771772,2.11672709796965e-08
17.2372372372372,1.61776328588609e-08
17.2972972972973,1.37857992387035e-08
17.3573573573574,1.26396295287699e-08
17.4174174174174,1.23965040321497e-08
17.4774774774775,1.31619001582474e-08
17.5375375375375,1.49183945555317e-08
17.5975975975976,1.68612507841974e-08
17.6576576576577,1.6950235768736e-08
17.7177177177177,1.49256193856266e-08
17.7777777777778,1.35815432479051e-08
17.8378378378378,1.13409898816836e-08
17.8978978978979,9.77150061572751e-09
17.957957957958,1.00489684034779e-08
18.018018018018,1.18040036804583e-08
18.0780780780781,1.53658173287953e-08
18.1381381381381,2.18521322193293e-08
18.1981981981982,3.32870487999886e-08
18.2582582582583,5.33618705614639e-08
18.3183183183183,8.88253382979873e-08
18.3783783783784,1.51618727756417e-07
18.4384384384384,2.60497994286784e-07
18.4984984984985,4.3236893303622e-07
18.5585585585586,6.28511185805448e-07
18.6186186186186,6.88228926818655e-07
18.6786786786787,5.89592793724517e-07
18.7387387387387,4.41838958216516e-07
18.7987987987988,2.90866718558961e-07
18.8588588588589,1.94193801169995e-07
18.9189189189189,1.45991204425838e-07
18.978978978979,1.1921314202319e-07
19.039039039039,1.00493664594028e-07
19.0990990990991,9.46771478075422e-08
19.1591591591592,1.18876608576687e-07
19.2192192192192,1.63062118249429e-07
19.2792792792793,1.82206958534173e-07
19.3393393393393,1.67052505041806e-07
19.3993993993994,1.53459888253707e-07
19.4594594594595,1.39384039736638e-07
19.5195195195195,1.22679287508064e-07
19.5795795795796,1.1029875918064e-07
19.6396396396396,1.04282082860257e-07
19.6996996996997,1.03731302832807e-07
19.7597597597598,1.07148201073027e-07
19.8198198198198,1.10956632391064e-07
19.8798798798799,1.07706832185154e-07
19.9399399399399,9.51695555966126e-08
20,9.25174477020969e-08
20.0600600600601,9.03069120947574e-08
20.1201201201201,7.93994346242609e-08
20.1801801801802,7.69270397764152e-08
20.2402402402402,8.50157835993029e-08
20.3003003003003,1.03695662121016e-07
20.3603603603604,1.38161090444023e-07
20.4204204204204,1.97330326492851e-07
20.4804804804805,2.94740857452648e-07
20.5405405405405,4.46986526684165e-07
20.6006006006006,6.56097856214979e-07
20.6606606606607,8.52781952280884e-07
20.7207207207207,8.79603165143941e-07
20.7807807807808,7.71866058372131e-07
20.8408408408408,6.50373825030516e-07
20.9009009009009,4.91978167189728e-07
20.960960960961,3.72051994905115e-07
21.021021021021,3.17631459406477e-07
21.0810810810811,3.12814134971134e-07
21.1411411411411,3.59341585519843e-07
21.2012012012012,4.83137151290483e-07
21.2612612612613,7.30775149635315e-07
21.3213213213213,1.18678365462741e-06
21.3813813813814,2.01072599114705e-06
21.4414414414414,3.4931999669922e-06
21.5015015015015,6.10624939931462e-06
21.5615615615616,1.03194551193973e-05
21.6216216216216,1.52795293087617e-05
21.6816816816817,1.6925838439487e-05
21.7417417417417,1.44397406641277e-05
21.8018018018018,1.06008281900276e-05
21.8618618618619,6.80207466185729e-06
21.9219219219219,4.42345110474245e-06
21.981981981982,3.2463323798733e-06
22.042042042042,2.60687382074071e-06
22.1021021021021,2.24291673914956e-06
22.1621621621622,2.38938516994378e-06
22.2222222222222,3.2383909635194e-06
22.2822822822823,4.13220797839186e-06
22.3423423423423,4.19036081470492e-06
22.4024024024024,3.78609063155306e-06
22.4624624624625,3.55553264955937e-06
22.5225225225225,3.23781456471116e-06
22.5825825825826,2.85144373466624e-06
22.6426426426426,2.52680935865006e-06
22.7027027027027,2.26628619945225e-06
22.7627627627628,2.01793180253006e-06
22.8228228228228,1.75238093104525e-06
22.8828828828829,1.60260362389306e-06
22.9429429429429,1.91296386049971e-06
23.003003003003,2.34625005440919e-06
23.0630630630631,2.28848326805679e-06
23.1231231231231,2.09604916961389e-06
23.1831831831832,2.01342324028358e-06
23.2432432432432,1.96800020217927e-06
23.3033033033033,2.02350379905658e-06
23.3633633633634,2.2599489188006e-06
23.4234234234234,2.73260364434269e-06
23.4834834834835,3.4851757582702e-06
23.5435435435435,4.48474404492732e-06
23.6036036036036,5.41807174048397e-06
23.6636636636637,5.583969924247e-06
23.7237237237237,4.97046067538513e-06
23.7837837837838,4.53590295524858e-06
23.8438438438438,3.82685345318565e-06
23.9039039039039,3.08845324905723e-06
23.963963963964,2.84120248169462e-06
24.024024024024,3.12855313031469e-06
24.0840840840841,4.00524894407413e-06
24.1441441441441,5.71690196008247e-06
24.2042042042042,8.69190216743743e-06
24.2642642642643,1.3530084677751e-05
24.3243243243243,2.05901967454151e-05
24.3843843843844,2.82652045715795e-05
24.4444444444444,3.11118074909552e-05
24.5045045045045,2.77739437663411e-05
24.5645645645646,2.36032992165081e-05
24.6246246246246,1.80496826752886e-05
24.6846846846847,1.32959561448822e-05
24.7447447447447,1.07396185126767e-05
24.8048048048048,9.82429491060042e-06
24.8648648648649,1.02440387310327e-05
24.9249249249249,1.25210113354524e-05
24.984984984985,1.77454960627423e-05
25.045045045045,2.77062489545075e-05
25.1051051051051,4.55298216334671e-05
25.1651651651652,7.60964812911835e-05
25.2252252252252,0.000123425723033407
25.2852852852853,0.000176061039080889
25.3453453453453,0.00019087025543527
25.4054054054054,0.000163900425792586
25.4654654654655,0.000124594300443216
25.5255255255255,8.3539084893691e-05
25.5855855855856,5.72150841349454e-05
25.6456456456456,4.45153659475824e-05
25.7057057057057,3.77550855412328e-05
25.7657657657658,3.2580706764416e-05
25.8258258258258,2.78690607087601e-05
25.8858858858859,2.59412272732329e-05
25.9459459459459,3.22805605747246e-05
26.006006006006,4.10532946637605e-05
26.0660660660661,4.08823381803866e-05
26.1261261261261,3.71300273483641e-05
26.1861861861862,3.46850554150064e-05
26.2462462462462,3.23699261423067e-05
26.3063063063063,3.15556839283873e-05
26.3663663663664,3.37301240591766e-05
26.4264264264264,3.98446888451809e-05
26.4864864864865,5.09866756444776e-05
26.5465465465465,6.80738027679681e-05
26.6066066066066,8.94459898514565e-05
26.6666666666667,0.000105513878964347
26.7267267267267,0.000102111098725927
26.7867867867868,9.01871343639252e-05
26.8468468468468,7.87857583183959e-05
26.9069069069069,6.21552769145746e-05
26.966966966967,5.10738233433107e-05
27.027027027027,4.97061951157464e-05
27.0870870870871,5.73416363319686e-05
27.1471471471471,7.6344611609014e-05
27.2072072072072,0.000112803716739944
27.2672672672673,0.000177624385617466
27.3273273273273,0.000289220044563917
27.3873873873874,0.00047254940339573
27.4474474474474,0.000734524343964992
27.5075075075075,0.000975026413722081
27.5675675675676,0.000982778209055146
27.6276276276276,0.00083805430628828
27.6876876876877,0.000647993416186834
27.7477477477477,0.000451526230440356
27.8078078078078,0.000326278576523301
27.8678678678679,0.000264596285144158
27.9279279279279,0.000232615787327918
27.987987987988,0.000213796174010953
28.048048048048,0.000203100411197019
28.1081081081081,0.000195524145691526
28.1681681681682,0.00018105516497753
28.2282282282282,0.000158326228435919
28.2882882882883,0.000161898969215846
28.3483483483483,0.000166131473786382
28.4084084084084,0.000150769165865786
28.4684684684685,0.000147419854491832
28.5285285285285,0.000158296602258044
28.5885885885886,0.000186874173623858
28.6486486486486,0.000244583829362708
28.7087087087087,0.000349345423414742
28.7687687687688,0.000532872771361789
28.8288288288288,0.000853797381926041
28.8888888888889,0.00141903798108075
28.9489489489489,0.0024155120081299
29.009009009009,0.00412646522939662
29.0690690690691,0.00675751489831028
29.1291291291291,0.00953519556374114
29.1891891891892,0.0100395768561796
29.2492492492492,0.00847896829489239
29.3093093093093,0.00627561834667677
29.3693693693694,0.0041292568949704
29.4294294294294,0.00280527276807172
29.4894894894895,0.00214942989379303
29.5495495495495,0.00177233475014544
29.6096096096096,0.00149724455392925
29.6696696696697,0.00139831375826041
29.7297297297297,0.00174026006911988
29.7897897897898,0.00239367710091115
29.8498498498498,0.00267796366461789
29.9099099099099,0.00245453835996261
29.96996996997,0.00224996488045113
30.03003003003,0.00203507729496508
30.0900900900901,0.00179364113964987
30.1501501501502,0.0016302592579838
30.2102102102102,0.00157809104402778
30.2702702702703,0.00163428488836878
30.3303303303303,0.00179225636422567
30.3903903903904,0.00201031206344398
30.4504504504505,0.00214585407885896
30.5105105105105,0.00200605984181353
30.5705705705706,0.00179951838446683
30.6306306306306,0.00171166157860946
30.6906906906907,0.00146319608814526
30.7507507507508,0.0013096949822075
30.8108108108108,0.00138421228055676
30.8708708708709,0.00166443289263109
30.9309309309309,0.00221398425099291
30.990990990991,0.00318518088820356
31.0510510510511,0.00483035847988202
31.1111111111111,0.00752344522357989
31.1711711711712,0.0116079533113834
31.2312312312312,0.0165668632913768
31.2912912912913,0.0194523056054293
31.3513513513514,0.0179174340443589
31.4114114114114,0.0152880101958362
31.4714714714715,0.0118337817222673
31.5315315315315,0.00858725531763317
31.5915915915916,0.00674373403420705
31.6516516516517,0.00602281962020372
31.7117117117117,0.00607307736100635
31.7717717717718,0.00704865630340832
31.8318318318318,0.00944452628688787
31.8918918918919,0.0140158261953016
31.951951951952,0.0218253155424313
32.012012012012,0.033651255567198
32.0720720720721,0.0468261509933156
32.1321321321321,0.0513323951551821
32.1921921921922,0.0450226765524016
32.2522522522523,0.0361998869125651
32.3123123123123,0.0257516247975815
32.3723723723724,0.0184455481404504
32.4324324324324,0.0151686138105046
32.4924924924925,0.0141259304816871
32.5525525525526,0.0143649303922207
32.6126126126126,0.0158705238988745
32.6726726726727,0.0187058200217423
32.7327327327327,0.0221737448137159
32.7927927927928,0.0238886281516645
32.8528528528529,0.021782824715464
32.9129129129129,0.0196016848071521
32.972972972973,0.0170954721997918
33.033033033033,0.0138927739936735
33.0930930930931,0.0128445287790543
33.1531531531532,0.0141274007451147
33.2132132132132,0.017668197769194
33.2732732732733,0.0245047640350524
33.3333333333333,0.0367452476506063
33.3933933933934,0.0581947946729198
33.4534534534535,0.0956235885113442
33.5135135135135,0.16012483672928
33.5735735735736,0.265057230709227
33.6336336336336,0.405012312048156
33.6936936936937,0.500000349209324
33.7537537537538,0.464278669937573
33.8138138138138,0.378411914311626
33.8738738738739,0.270242539282001
33.9339339339339,0.181996428809082
33.993993993994,0.13362779289633
34.0540540540541,0.109457139176558
34.1141141141141,0.0938343684285817
34.1741741741742,0.0804780575180729
34.2342342342342,0.0694725432175463
34.2942942942943,0.0716961098403807
34.3543543543544,0.0968992154977813
34.4144144144144,0.11598918553311
34.4744744744745,0.109172246541808
34.5345345345345,0.0991951333323886
34.5945945945946,0.0903317518723176
34.6546546546547,0.082734120486777
34.7147147147147,0.0818900248888706
34.7747747747748,0.0914819569592875
34.8348348348348,0.114906549470588
34.8948948948949,0.157669143790282
34.954954954955,0.227388479627176
35.015015015015,0.327918383430006
35.0750750750751,0.436569487391465
35.1351351351351,0.477592983105359
35.1951951951952,0.426961822892106
35.2552552552553,0.36714171404988
35.3153153153153,0.285254123699742
35.3753753753754,0.214880610920408
35.4354354354354,0.183414729590338
35.4954954954955,0.183957716468831
35.5555555555556,0.214909343449604
35.6156156156156,0.289648175938298
35.6756756756757,0.434543628534055
35.7357357357357,0.697696808600525
35.7957957957958,1.1683646569009
35.8558558558559,2.0044876170655
35.9159159159159,3.44406102971265
35.975975975976,5.63945659640696
36.036036036036,7.85520182177029
36.0960960960961,8.10306964371628
36.1561561561562,6.79596010604255
36.2162162162162,4.96147036108267
36.2762762762763,3.22202164480492
36.3363363363363,2.17494128108639
36.3963963963964,1.6590765046187
36.4564564564565,1.35991662657019
36.5165165165165,1.16017449540598
36.5765765765766,1.17226543200063
36.6366366366366,1.56013770518312
36.6966966966967,2.04489775598387
36.7567567567568,2.12132385207702
36.8168168168168,1.9175808877581
36.8768768768769,1.7835327403505
36.9369369369369,1.61549831829498
36.996996996997,1.43006559216286
37.0570570570571,1.29773586486952
37.1171171171171,1.22661466077596
37.1771771771772,1.19751828161773
37.2372372372372,1.18001098647447
37.2972972972973,1.12127457615863
37.3573573573574,0.989810542792451
37.4174174174174,0.951003969239069
37.4774774774775,1.02469340355902
37.5375375375375,0.948682122904396
37.5975975975976,0.882756210455486
37.6576576576577,0.920173634818779
37.7177177177177,1.04644599997119
37.7777777777778,1.29820083751671
37.8378378378378,1.7440386332157
37.8978978978979,2.47994481194337
37.957957957958,3.62422426739226
38.018018018018,5.21574888987235
38.0780780780781,6.86203323103639
38.1381381381381,7.43090384074524
38.1981981981982,6.66968896252764
38.2582582582583,5.8836693693824
38.3183183183183,4.73909077295064
38.3783783783784,3.60958727678998
38.4384384384384,3.02711485106688
38.4984984984985,2.97162462034397
38.5585585585586,3.44500508870279
38.6186186186186,4.67600716969702
38.6786786786787,7.08682420004628
38.7387387387387,11.3850666531097
38.7987987987988,18.6097344675677
38.8588588588589,29.4116843593769
38.9189189189189,41.0259839976851
38.978978978979,44.7116173979533
39.039039039039,36.9035400867952
39.0990990990991,28.0255682439239
39.1591591591592,22.312918767641
39.2192192192192,16.2165035509538
39.2792792792793,12.1904531108698
39.3393393393393,10.9701720738653
39.3993993993994,11.6797091875777
39.4594594594595,14.3691507443275
39.5195195195195,19.7658866987566
39.5795795795796,28.3755161834037
39.6396396396396,38.5276190141948
39.6996996996997,43.14400701579
39.7597597597598,35.4422506715173
39.8198198198198,22.9164496372143
39.8798798798799,13.9383133791834
39.9399399399399,8.43442059436324
40,5.50450842783932
40.0600600600601,4.3819476083999
40.1201201201201,4.27414934119131
40.1801801801802,4.82640225044993
40.2402402402402,6.06849356086471
40.3003003003003,8.1108841110483
40.3603603603604,10.7541029625651
40.4204204204204,12.8123009961968
40.4804804804805,12.5094211043693
40.5405405405405,11.0653620387693
40.6006006006006,9.66577264199294
40.6606606606607,7.51043126165484
40.7207207207207,6.05520489841077
40.7807807807808,5.82116039831228
40.8408408408408,6.56871266010727
40.9009009009009,8.45187910333424
40.960960960961,12.0258977674473
41.021021021021,18.1230622786845
41.0810810810811,27.5141247252411
41.1411411411411,39.0318683382944
41.2012012012012,45.4608716057781
41.2612612612613,37.853259717971
41.3213213213213,23.7527597869786
41.3813813813814,13.5041338796684
41.4414414414414,7.08773130435139
41.5015015015015,3.49510753825599
41.5615615615616,1.84707510454891
41.6216216216216,1.23053594400804
41.6816816816817,0.982944644284978
41.7417417417417,0.8303924188523
41.8018018018018,0.708379070046924
41.8618618618619,0.621251780563336
41.9219219219219,0.659772166057139
41.981981981982,0.993354578257484
42.042042042042,1.50836497432729
42.1021021021021,1.67932777622458
42.1621621621622,1.46809597698
42.2222222222222,1.15706035688279
42.2822822822823,0.84352128162949
42.3423423423423,0.653212824187946
42.4024024024024,0.634416501316927
42.4624624624625,0.791076550961974
42.5225225225225,1.12660842923534
42.5825825825826,1.65836814440106
42.6426426426426,2.34940511465337
42.7027027027027,2.93611844942229
42.7627627627628,2.96307416721835
42.8228228228228,2.63055662091116
42.8828828828829,2.34122332267639
42.9429429429429,1.89255094341396
43.003003003003,1.47957025025723
43.0630630630631,1.26450680319783
43.1231231231231,1.25882996267914
43.1831831831832,1.51430857365863
43.2432432432432,2.15077061065557
43.3033033033033,3.33064243104947
43.3633633633634,5.22994135774482
43.4234234234234,7.74598167795813
43.4834834834835,9.73196184498114
43.5435435435435,9.53620375054107
43.6036036036036,8.35813327726192
43.6636636636637,6.94392069326874
43.7237237237237,5.17286779828739
43.7837837837838,3.88256827644048
43.8438438438438,3.21821138792998
43.9039039039039,2.96156233038277
43.963963963964,3.08305918555213
44.024024024024,3.78224716742397
44.0840840840841,5.40652009594206
44.1441441441441,8.49036408361007
44.2042042042042,13.8734627409883
44.2642642642643,22.4437185466358
44.3243243243243,33.321036985308
44.3843843843844,40.661672008622
44.4444444444444,38.7323302038573
44.5045045045045,31.7980551378509
44.5645645645646,25.8903416412029
44.6246246246246,24.16374934381
44.6846846846847,29.1680013339244
44.7447447447447,33.2006145029222
44.8048048048048,28.5308047415162
44.8648648648649,23.4505831476273
44.9249249249249,22.7807793362548
44.984984984985,25.7396037257756
45.045045045045,31.0944816060662
45.1051051051051,35.0476056883974
45.1651651651652,32.3921591096647
45.2252252252252,24.8933542091076
45.2852852852853,18.9956364875545
45.3453453453453,16.7481053379972
45.4054054054054,15.9484915481259
45.4654654654655,15.1024461351364
45.5255255255255,14.2630140082986
45.5855855855856,13.7708579326861
45.6456456456456,13.8426606434988
45.7057057057057,14.6348905908284
45.7657657657658,16.215566212917
45.8258258258258,18.34031984654
45.8858858858859,20.1269029348154
45.9459459459459,20.118890090889
46.006006006006,17.996867490289
46.0660660660661,17.0106327418515
46.1261261261261,16.6524362038779
46.1861861861862,14.0757611532435
46.2462462462462,12.7322233243103
46.3063063063063,13.6221393119482
46.3663663663664,16.1374472853958
46.4264264264264,20.2089555233341
46.4864864864865,25.5299952824586
46.5465465465465,30.7099921233771
46.6066066066066,33.2957977801311
46.6666666666667,31.7368397183546
46.7267267267267,27.2800107353819
46.7867867867868,22.1144055299879
46.8468468468468,17.5471348791537
46.9069069069069,14.6711340691632
46.966966966967,14.2113784695347
47.027027027027,16.237915340705
47.0870870870871,20.4180959985212
47.1471471471471,25.9693836772867
47.2072072072072,31.0761711350349
47.2672672672673,33.1910001026943
47.3273273273273,31.3917027205561
